id,imdb_id,title,original_title,release_year,release_date,runtime_minutes,genres,production_companies,production_countries,spoken_languages,belongs_to_collection,popularity,vote_average,vote_count,weighted_rating,budget,revenue,overview,tagline,status,original_language,adult,video,keywords,has_mpst_synopsis
9880,tt0247638,The Princess Diaries,The Princess Diaries,2001,2001-08-03,115.0,"[""Comedy"",""Family"",""Romance""]","[""Walt Disney Pictures"",""BrownHouse Productions"",""Bottom of the Ninth Productions""]","[""United States of America""]","[""English""]",The Princess Diaries Collection,7.387171,6.5,1063,6.4338,37000000,165335153,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",She rocks. She rules. She reigns.,Released,en,False,False,"[""heir to the throne"",""grandmother granddaughter relationship"",""high school"",""princess"",""royalty"",""teenager"",""popularity"",""social outcast"",""based on young adult novel""]",True
9904,tt0405469,The Wild,The Wild,2006,2006-03-06,94.0,"[""Family"",""Animation""]","[""Walt Disney Pictures"",""Contrafilm"",""C.O.R.E. Feature Animation"",""Hoytyboy Pictures"",""Nigel Productions""]","[""Canada"",""United States of America""]","[""English""]",,7.904333,5.1,246,5.7039,80000000,37384046,"An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back.",Start spreading the newspaper.,Released,en,False,False,"[""new york"",""africa"",""lion"",""zoo"",""wild""]",True
9918,tt0385726,Glory Road,Glory Road,2006,2006-01-13,118.0,"[""Drama""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,5.244654,7.2,145,6.5253,0,42647449,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",The incredible story of the team that changed the game forever.,Released,en,False,False,"[""basketball"",""racial segregation"",""teachers and students""]",True
9948,tt0465997,The Fox and the Hound 2,The Fox and the Hound 2,2006,2006-11-09,69.0,"[""Adventure"",""Animation"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""DisneyToon Studios"",""Hot Donut Productions""]","[""United States of America""]","[""English""]",The Fox and the Hound Collection,7.432461,5.6,115,6.0331,24000000,0,"Best friends Tod, a fox kit, and Copper, a hound puppy, visit a country fair when they see a band of dogs called ""The Singin' Strays"". The band has five members: Dixie, Cash, Granny Rose, and twin brothers Waylon and Floyd. It is important that they perform well because a talent scout is visiting.",Old Friends New Adventure,Released,en,False,False,"[""fox"",""dog""]",True
9982,tt0371606,Chicken Little,Chicken Little,2005,2005-11-04,81.0,"[""Animation"",""Family"",""Comedy""]","[""Walt Disney Pictures"",""Walt Disney Feature Animation""]","[""United States of America""]","[""English""]",,18.584609,5.6,974,5.7411,150000000,314432665,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.","When it comes to saving the world, it helps to be a little chicken.",Released,en,False,False,"[""fish"",""small town"",""space marine"",""chicken"",""alien"",""best friend"",""alien invasion"",""animal"",""duringcreditsstinger"",""3d""]",True
9994,tt0091149,The Great Mouse Detective,The Great Mouse Detective,1986,1986-07-02,74.0,"[""Comedy"",""Animation"",""Family""]","[""Walt Disney Pictures"",""Silver Screen Partners II""]","[""United States of America""]","[""English""]",,11.183924,6.9,334,6.5684,14000000,38625550,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",London's crime-fighting ace on his most baffling case!,Released,en,False,False,"[""london england"",""detective"",""queen"",""sherlock holmes"",""cartoon mouse""]",True
10020,tt0101414,Beauty and the Beast,Beauty and the Beast,1991,1991-11-13,84.0,"[""Romance"",""Family"",""Animation"",""Fantasy"",""Music""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios"",""Silver Screen Partners IV""]","[""United States of America""]","[""Français"",""English""]",Beauty and the Beast Collection,23.433511,7.5,3029,7.3828,25000000,377350553,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",The most beautiful love story ever told.,Released,en,False,False,"[""prince"",""book"",""castle"",""rose"",""musical"",""princess"",""animation"",""based on tv series"",""beast"",""belle""]",True
10022,tt0395699,The Pacifier,The Pacifier,2005,2005-03-04,95.0,"[""Action"",""Comedy"",""Drama"",""Family"",""Thriller""]","[""Walt Disney Pictures"",""Spyglass Entertainment""]","[""Canada"",""United States of America""]","[""English"",""한국어/조선말""]",,7.81645,5.8,865,5.9028,56000000,113006880,Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,Welcome to the infantry.,Released,en,False,False,"[""bodybuilder"",""children"",""body guard"",""scientist"",""family"",""u.s. soldier"",""death of husband"",""male nanny""]",True
10057,tt0108333,The Three Musketeers,The Three Musketeers,1993,1993-11-11,105.0,"[""Action"",""Adventure"",""Comedy""]","[""Walt Disney Pictures"",""Caravan Pictures""]","[""United States of America"",""Austria""]","[""English""]",,6.34785,6.2,219,6.1995,30000000,53898845,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",All for one and one for all!,Released,en,False,False,"[""paris"",""musketeer""]",True
10067,tt0393735,The Shaggy Dog,The Shaggy Dog,2006,2006-03-09,98.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures"",""Mandeville Films"",""Boxing Cat Films""]","[""United States of America""]","[""English""]",,4.878907,4.5,138,5.6638,50000000,61112916,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,It's going to be a ruff day.,Released,en,False,False,"[""father son relationship"",""parent child relationship"",""workaholic"",""wife husband relationship"",""transformation"",""body exchange"",""daughter"",""lawyer"",""dog"",""family"",""turns into animal""]",False
10122,tt0091059,Flight of the Navigator,Flight of the Navigator,1986,1986-07-30,90.0,"[""Family"",""Science Fiction"",""Adventure""]","[""Walt Disney Pictures"",""New Star Entertainment"",""Producers Sales Organization (PSO)""]","[""United States of America""]","[""English""]",,5.526865,6.9,227,6.501,0,18564613,"This 1986 Disney adventure tells the story of 12-year-old David who lives with his family in Fort Lauderdale, Fla. When he awakens from being accidentally knocked out in the forest near his home, he finds that eight years have passed. His family is overjoyed to have him back, but just as perplexed as he is by the fact that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",Come along on the greatest adventure of the summer!,Released,en,False,False,"[""artificial intelligence"",""farewell"",""homesickness"",""nasa"",""extraterrestrial technology"",""flying saucer"",""time travel"",""adventure"",""alien"",""kids and family"",""dog""]",False
10144,tt0097757,The Little Mermaid,The Little Mermaid,1989,1989-11-17,83.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""Silver Screen Partners IV""]","[""United States of America""]","[""English"",""Français""]",The Little Mermaid Collection,17.496832,7.2,1921,7.0648,40000000,222300000,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,Somewhere under the sea and beyond your imagination is an adventure in fantasy.,Released,en,False,False,"[""sea"",""fireworks"",""prince"",""kingdom"",""daughter"",""mermaid"",""princess"",""animation"",""spell"",""true love"",""bargain""]",True
10193,tt0435761,Toy Story 3,Toy Story 3,2010,2010-06-16,103.0,"[""Animation"",""Family"",""Comedy""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""English"",""Español""]",Toy Story Collection,16.96647,7.6,4710,7.5161,200000000,1066969703,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",No toy gets left behind.,Released,en,False,False,"[""hostage"",""college"",""toy"",""barbie"",""animation"",""escape"",""day care"",""teddy bear"",""duringcreditsstinger"",""toy comes to life"",""personification"",""inanimate objects coming to life"",""toy story""]",True
10198,tt0780521,The Princess and the Frog,The Princess and the Frog,2009,2009-12-08,97.0,"[""Romance"",""Family"",""Animation"",""Music""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios""]","[""United States of America""]","[""Français"",""English""]",,16.616517,6.7,1293,6.6057,105000000,267045765,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to do face the same problem after she kisses him.",Every Love Story Begins With a Kiss...,Released,en,False,False,"[""based on novel"",""voodoo"",""kiss"",""princess"",""animation"",""cajun"",""firefly"",""based on fairy tale"",""duringcreditsstinger"",""big dreams"",""frog prince"",""charlatan""]",True
10202,tt0960731,Bedtime Stories,Bedtime Stories,2008,2008-12-24,99.0,"[""Fantasy"",""Comedy"",""Family"",""Romance""]","[""Walt Disney Pictures"",""Happy Madison Productions"",""Gunn Films""]","[""United States of America""]","[""English""]",,10.739419,5.9,924,5.9733,80000000,212874442,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,Whatever they dream up... he has to survive.,Released,en,False,False,"[""wishes come true"",""escapade"",""disorder"",""imaginary"",""miraculous event"",""imaginary kingdom"",""life turned upside down"",""nothing goes right""]",True
10249,tt0102803,The Rocketeer,The Rocketeer,1991,1991-06-21,108.0,"[""Action"",""Adventure"",""Science Fiction"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,10.536644,6.3,265,6.2465,42000000,62000000,"Straight from the pages of a pulp comic from a past era, the Rocketeer recreates 1930s Hollywood, complete with gangsters, Nazi spies, and the growth of the Age of Aviation. Young pilot Cliff Secord stumbles on a top secret rocket-pack and with the help of his mechanic/mentor, Peevy, he attempts to save his girl and stop the Nazis as The Rocketeer.","Three years before the United States declares war, Cliff Secord leads America's first battle against the Nazis.",Released,en,False,False,"[""superhero"",""los angeles"",""flying man"",""pilot hero"",""nazi collaborator"",""1980s""]",True
10330,tt0322330,Freaky Friday,Freaky Friday,2003,2003-08-03,97.0,"[""Comedy""]","[""Walt Disney Pictures"",""Gunn Films"",""Casual Friday Productions""]","[""United States of America""]","[""普通话"",""English""]",,7.867999,6.0,919,6.049,26000000,110230332,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.,Released,en,False,False,"[""single parent"",""brother sister relationship"",""mistake in person"",""bride"",""talk show"",""body exchange"",""motherly love"",""high school"",""mother daughter relationship"",""wedding"",""psychiatrist"",""body-swap"",""music band"",""teen comedy"",""child as an adult"",""adult as a child""]",False
